"allowedAttributesEffective","CanonicalName","Description","DisplayName","DistinguishedName","DNSHostName","Enabled","Location","ManagedBy","MemberOf","Name","ntSecurityDescriptor","ObjectClass","ObjectGUID","objectSid","OperatingSystem","OperatingSystemServicePack","OperatingSystemVersion","primaryGroupID","ProtectedFromAccidentalDeletion","SamAccountName","sDRightsEffective","servicePrincipalName","SID","userAccountControl","UserPrincipalName","uSNChanged","uSNCreated","whenChanged","whenCreated"
"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","Adatum.com/Computers/LON-SVR1",,,"CN=LON-SVR1,CN=Computers,DC=Adatum,DC=com","LON-SVR1.Adatum.com","True",,,"Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","LON-SVR1","System.DirectoryServices.ActiveDirectorySecurity","computer","ae50fd8d-6034-4a1c-b33d-26a399fb82d8","S-1-5-21-913749354-169946239-1665692169-3103","Windows Server 2019 Datacenter Evaluation",,"10.0 (17763)","515","False","LON-SVR1$","15","Microsoft.ActiveDirectory.Management.ADPropertyValueCollection","S-1-5-21-913749354-169946239-1665692169-3103","4096",,"53300","28717","3/17/2025 9:19:42 AM","6/14/2021 1:11:28 PM"
