"Name","Id","PriorityClass","FileVersion","HandleCount","WorkingSet","PagedMemorySize","PrivateMemorySize","VirtualMemorySize","TotalProcessorTime","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","UserProcessorTime","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","Site","Container"
"msedge","6504","Normal","134.0.3124.72","350","18669568","15151104","15151104","591679488","00:00:02.2187500","1","350","2306989117440","18669568","15151104","19904","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","2.21875","134.0.3124.72","Microsoft Edge","Microsoft Edge","Process","8",,"False",,"5880","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","19904","19904","15151104","822608","822608","29646848","29646848","47341568","47341568","840409088","2307237847040","True","15151104","00:00:00.8750000","msedge","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 2:45:44 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.3437500","2306989117440","False",,,,"18669568",,
"msedge","7200","Normal","134.0.3124.72","1604","45252608","69754880","69754880","1048137728","00:00:12.8750000","1","1604","2410524790784","45252608","69754880","62616","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","12.875","134.0.3124.72","Microsoft Edge","Microsoft Edge","Process","8",,"False",,"3876","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","264540","Custom date and time format strings - .NET | Microsoft Learn and 4 more pages - Profile 1 - Microsoft? Edge","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","62616","62616","69754880","1246496","1246496","81465344","81465344","184156160","184156160","1106022400","2410582675456","True","69754880","00:00:05.0937500","msedge","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 2:45:43 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:07.7812500","2410524790784","False",,,,"45252608",,
"msedge","7724","AboveNormal","134.0.3124.72","298","22855680","15192064","15192064","617127936","00:00:13.0468750","1","298","2307014565888","22855680","15192064","25488","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","13.046875","134.0.3124.72","Microsoft Edge","Microsoft Edge","Process","10",,"False",,"4316","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","25488","25488","15192064","812104","812104","21557248","21557248","79581184","79581184","654041088","2307051479040","True","15192064","00:00:08.0781250","msedge","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 2:45:44 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:04.9687500","2307014565888","False",,,,"22855680",,
"msedge","7972","Idle","134.0.3124.72","200","1183744","15585280","15585280","2945024","00:00:00.1093750","1","200","3762394296320","1183744","15585280","16664","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","0.109375","134.0.3124.72","Microsoft Edge","Microsoft Edge","Process","4",,"False",,"4192","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16664","16664","15585280","767192","767192","16891904","16891904","33304576","33304576","2945024","3762394296320","True","15585280","00:00:00.0625000","msedge","15","True","1","System.Diagnostics.ProcessStartInfo","3/18/2025 10:12:43 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0468750","3762394296320","False",,,,"1183744",,
"msedge","8068","Idle","134.0.3124.72","487","2363392","66076672","66076672","94212096","00:00:05.7656250","1","487","3762485563392","2363392","66076672","23192","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","5.765625","134.0.3124.72","Microsoft Edge","Microsoft Edge","Process","4",,"False",,"5452","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","23192","23192","66076672","885832","885832","95424512","95424512","166236160","166236160","247480320","3762638831616","True","66076672","00:00:00.7500000","msedge","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 2:45:45 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:05.0156250","3762485563392","False",,,,"2363392",,
"MsMpEng","6384",,,"967","185999360","322146304","322146304","805740544","00:09:38.3281250","0","967","2204123963392","185999360","322146304","218784",,,"578.328125",,,,"Process","8",,,,,,".","0","",,,,,"218784","218784","322146304","736256","736256","1075998720","1075998720","991543296","991543296","1626386432","2204944609280",,"322146304","00:02:43.8750000","MsMpEng",,"True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:03:30 AM",,"System.Diagnostics.ProcessThreadCollection","00:06:54.4531250","2204123963392","False",,,,"185999360",,
"NisSrv","4716",,,"203","6406144","4038656","4038656","96722944","00:00:00.1718750","0","203","2203414945792","6406144","4038656","35800",,,"0.171875",,,,"Process","8",,,,,,".","0","",,,,,"35800","35800","4038656","121304","121304","4612096","4612096","12062720","12062720","100478976","2203418701824",,"4038656","00:00:00.1093750","NisSrv",,"True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:03:45 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0625000","2203414945792","False",,,,"6406144",,
"OfficeClickToRun","3324","Normal","16.0.10361.20002","636","21078016","38625280","38625280","251330560","00:01:07.7031250","0","636","2203569553408","21078016","38625280","26592","C:\Program Files\Common Files\Microsoft Shared\ClickToRun\OfficeClickToRun.exe","Microsoft Corporation","67.703125","16.0.10361.20002","Microsoft Office Click-to-Run (SxS)","Microsoft Office","Process","8",,"False",,"4892","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (OfficeClickToRun.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","26592","26592","38625280","262320","262320","112635904","112635904","128151552","128151552","333484032","2203651706880","True","38625280","00:00:16.1406250","OfficeClickToRun","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:12 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:51.5625000","2203569553408","False",,,,"21078016",,
"OneDrive","7608","Normal","25.031.0217.0003","868","8138752","51007488","51007488","-526540800","00:00:03.8281250","1","868","2207086649344","8138752","51007488","54304","C:\Users\Administrator.ADATUM\AppData\Local\Microsoft\OneDrive\OneDrive.exe","Microsoft Corporation","3.828125","25.031.0217.0003","Microsoft OneDrive","Microsoft OneDrive","Process","8",,"False",,"5640","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (OneDrive.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","54304","54304","51007488","859016","859016","54337536","54337536","116613120","116613120","-516984832","2207096205312","True","51007488","00:00:01.8125000","OneDrive","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 9:00:24 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.0156250","2207086649344","False",,,,"8138752",,
"powershell","8092","Normal","10.0.19041.1 (WinBuild.160101.0800)","667","5005312","169816064","169816064","916803584","00:00:05.6406250","1","667","2204235026432","5005312","169816064","44832","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","Microsoft Corporation","5.640625","10.0.19041.1","Windows PowerShell","Microsoft? Windows? Operating System","Process","8",,"False",,"5844","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","198962","New-ScheduledTaskSettingsSet Help","System.Diagnostics.ProcessModule (powershell.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","44832","44832","169816064","762872","762872","170647552","170647552","175411200","175411200","922832896","2204241055744","True","169816064","00:00:00.6093750","powershell","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 9:33:12 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:05.0312500","2204235026432","False",,,,"5005312",,
"powershell_ise","9964","Normal","10.0.19041.1 (WinBuild.160101.0800)","1098","133275648","193212416","193212416","1144639488","00:01:34","1","1098","5439606784","133275648","193212416","76424","C:\Windows\System32\WindowsPowerShell\v1.0\powershell_ise.exe","Microsoft Corporation","94","10.0.19041.1","Windows PowerShell ISE","Microsoft? Windows? Operating System","Process","8",,"False",,"4456","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","1049984","Administrator: Windows PowerShell ISE","System.Diagnostics.ProcessModule (powershell_ise.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","76424","76424","193212416","1030624","1030624","195891200","195891200","156549120","156549120","1198927872","5493895168","True","193212416","00:00:42.3437500","powershell_ise","15","True","1","System.Diagnostics.ProcessStartInfo","3/18/2025 9:27:59 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:51.6718750","5439606784","False",,,,"133275648",,
"Registry","100",,,"0","36204544","4964352","4964352","149946368","00:00:07.2812500","0","0","149946368","36204544","4964352","18768",,,"7.28125",,,,"Process","8",,,,,,".","0","",,,,,"18768","18768","4964352","297088","297088","205524992","205524992","290902016","290902016","421048320","421048320",,"4964352","00:00:07.2812500","Registry",,"True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:51:59 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00","149946368","False",,,,"36204544",,
"RuntimeBroker","1132","Normal","10.0.19041.746 (WinBuild.160101.0800)","660","29380608","30777344","30777344","314597376","00:00:05.2031250","1","660","2203632820224","29380608","30777344","30288","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","5.203125","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"4840","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","30288","30288","30777344","402816","402816","49463296","49463296","73064448","73064448","329326592","2203647549440","True","30777344","00:00:02.6562500","RuntimeBroker","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 8:59:11 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.5468750","2203632820224","False",,,,"29380608",,
"RuntimeBroker","2472","Normal","10.0.19041.746 (WinBuild.160101.0800)","233","14807040","2613248","2613248","132288512","00:00:00.0625000","1","233","2203450511360","14807040","2613248","11008","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.0625","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"3372","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11008","11008","2613248","195496","195496","3502080","3502080","19824640","19824640","150466560","2203468689408","True","2613248","00:00:00.0468750","RuntimeBroker","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 10:40:28 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","2203450511360","False",,,,"14807040",,
"RuntimeBroker","3488","Normal","10.0.19041.746 (WinBuild.160101.0800)","260","16048128","3641344","3641344","172630016","00:00:00.2031250","1","260","2203490852864","16048128","3641344","15952","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.203125","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"3376","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15952","15952","3641344","271856","271856","4362240","4362240","24039424","24039424","187289600","2203505512448","True","3641344","00:00:00.0937500","RuntimeBroker","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 1:03:51 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1093750","2203490852864","False",,,,"16048128",,
"RuntimeBroker","5264","Normal","10.0.19041.746 (WinBuild.160101.0800)","277","10883072","5984256","5984256","149360640","00:00:01.2343750","1","277","2203467583488","10883072","5984256","16856","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","1.234375","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"6072","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16856","16856","5984256","219952","219952","7864320","7864320","31531008","31531008","201953280","2203520176128","True","5984256","00:00:00.5937500","RuntimeBroker","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 8:59:10 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.6406250","2203467583488","False",,,,"10883072",,
"RuntimeBroker","6052","Normal","10.0.19041.746 (WinBuild.160101.0800)","321","21970944","5742592","5742592","161370112","00:00:00.2500000","1","321","2203479592960","21970944","5742592","17400","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.25","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"5532","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17400","17400","5742592","243800","243800","7364608","7364608","25862144","25862144","166383616","2203484606464","True","5742592","00:00:00.1093750","RuntimeBroker","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 9:21:10 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1406250","2203479592960","False",,,,"21970944",,
"RuntimeBroker","6580","Normal","10.0.19041.746 (WinBuild.160101.0800)","184","7368704","2383872","2383872","115191808","00:00:00.0781250","1","184","2203433414656","7368704","2383872","10600","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.078125","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"4016","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10600","10600","2383872","150872","150872","2916352","2916352","16674816","16674816","120369152","2203438592000","True","2383872","00:00:00.0312500","RuntimeBroker","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 8:59:13 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0468750","2203433414656","False",,,,"7368704",,
"RuntimeBroker","6792","Normal","10.0.19041.746 (WinBuild.160101.0800)","381","22609920","9355264","9355264","164855808","00:00:02.2812500","1","381","2203483078656","22609920","9355264","22704","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","2.28125","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"4132","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","22704","22704","9355264","246392","246392","10936320","10936320","28975104","28975104","200933376","2203519156224","True","9355264","00:00:01.4843750","RuntimeBroker","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 8:59:21 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.7968750","2203483078656","False",,,,"22609920",,
"RuntimeBroker","7184","Normal","10.0.19041.746 (WinBuild.160101.0800)","122","5406720","1540096","1540096","93491200","00:00:00","1","122","2203411714048","5406720","1540096","8288","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"4320","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8288","8288","1540096","115248","115248","1933312","1933312","7974912","7974912","96628736","2203414851584","True","1540096","00:00:00","RuntimeBroker","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 9:01:52 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00","2203411714048","False",,,,"5406720",,
"SearchApp","4656","Normal","10.0.19041.1266 (WinBuild.160101.0800)","1440","62291968","155856896","155856896","1049985024","00:00:23.2812500","1","1440","2238727946240","62291968","155856896","116472","C:\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe","Microsoft Corporation","23.28125","10.0.19041.1266","Search application","Microsoft? Windows? Operating System","Process","8",,"False",,"3712","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (SearchApp.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","116472","116472","155856896","933232","933232","176406528","176406528","243552256","243552256","1074561024","2238752522240","True","155856896","00:00:04.3281250","SearchApp","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 8:59:11 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:18.9531250","2238727946240","False",,,,"62291968",,
"SearchFilterHost","8604","Idle","7.0.19041.1151 (WinBuild.160101.0800)","146","7315456","1441792","1441792","78077952","00:00:00.0156250","0","146","2203396300800","7315456","1441792","8152","C:\WINDOWS\system32\SearchFilterHost.exe","Microsoft Corporation","0.015625","7.0.19041.1151","Microsoft Windows Search Filter Host","Windows? Search","Process","4",,"False",,"5036","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (SearchFilterHost.exe)","33554432","204800","System.Diagnostics.ProcessModuleCollection","8152","8152","1441792","100608","100608","1654784","1654784","7389184","7389184","80179200","2203398402048","True","1441792","00:00:00.0156250","SearchFilterHost","15","True","0","System.Diagnostics.ProcessStartInfo","3/18/2025 10:21:53 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00","2203396300800","False",,,,"7315456",,
"SearchIndexer","1296","Normal","7.0.19041.1 (WinBuild.160101.0800)","952","27037696","26570752","26570752","217255936","00:00:16.5625000","0","952","2203535478784","27037696","26570752","52992","C:\WINDOWS\system32\SearchIndexer.exe","Microsoft Corporation","16.5625","7.0.19041.1","Microsoft Windows Search Indexer","Windows? Search","Process","8",,"False",,"3804","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (SearchIndexer.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","52992","52992","26570752","246928","246928","28667904","28667904","32055296","32055296","223137792","2203541360640","True","26570752","00:00:09","SearchIndexer","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:54:14 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:07.5625000","2203535478784","False",,,,"27037696",,
"SearchProtocolHost","6496","Idle","7.0.19041.1151 (WinBuild.160101.0800)","267","8056832","1830912","1830912","105725952","00:00:00","1","267","2203423948800","8056832","1830912","9648","C:\WINDOWS\system32\SearchProtocolHost.exe","Microsoft Corporation","0","7.0.19041.1151","Microsoft Windows Search Protocol Host","Windows? Search","Process","4",,"False",,"1944","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (SearchProtocolHost.exe)","33554432","204800","System.Diagnostics.ProcessModuleCollection","9648","9648","1830912","144984","144984","1990656","1990656","8294400","8294400","107298816","2203425521664","True","1830912","00:00:00","SearchProtocolHost","15","True","1","System.Diagnostics.ProcessStartInfo","3/18/2025 10:21:53 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00","2203423948800","False",,,,"8056832",,
"SecurityHealthService","1364",,,"265","6803456","3072000","3072000","87879680","00:00:00.1562500","0","265","2203406102528","6803456","3072000","12464",,,"0.15625",,,,"Process","8",,,,,,".","0","",,,,,"12464","12464","3072000","117328","117328","3833856","3833856","13983744","13983744","102973440","2203421196288",,"3072000","00:00:00.0781250","SecurityHealthService",,"True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:01:12 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0781250","2203406102528","False",,,,"6803456",,
"services","804",,,"728","11272192","5644288","5644288","83509248","00:00:05.5625000","0","728","2203401732096","11272192","5644288","14248",,,"5.5625",,,,"Process","9",,,,,,".","0","",,,,,"14248","14248","5644288","191632","191632","12505088","12505088","14663680","14663680","165896192","2203484119040",,"5644288","00:00:03.1875000","services",,"True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:10 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.3750000","2203401732096","False",,,,"11272192",,
"SgrmBroker","4220",,,"105","6860800","5099520","5099520","64888832","00:00:00.2187500","0","105","2203383111680","6860800","5099520","7736",,,"0.21875",,,,"Process","8",,,,,,".","0","",,,,,"7736","7736","5099520","35160","35160","5861376","5861376","8531968","8531968","65413120","2203383635968",,"5099520","00:00:00.0937500","SgrmBroker",,"True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:54:13 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1250000","2203383111680","False",,,,"6860800",,
"ShellExperienceHost","2568","Normal","10.0.19041.1151 (WinBuild.160101.0800)","787","68009984","20713472","20713472","375144448","00:00:01.9062500","1","787","2203693367296","68009984","20713472","35536","C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe","Microsoft Corporation","1.90625","10.0.19041.1151","Windows Shell Experience Host","Microsoft? Windows? Operating System","Process","8",,"False",,"4976","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (ShellExperienceHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","35536","35536","20713472","658488","658488","25055232","25055232","72740864","72740864","388460544","2203706683392","True","20713472","00:00:01.0625000","ShellExperienceHost","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 9:21:04 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.8437500","2203693367296","False",,,,"68009984",,
"sihost","3364","Normal","10.0.19041.746 (WinBuild.160101.0800)","588","20144128","6438912","6438912","167096320","00:00:04.1718750","1","588","2203485319168","20144128","6438912","17992","C:\WINDOWS\system32\sihost.exe","Microsoft Corporation","4.171875","10.0.19041.746","Shell Infrastructure Host","Microsoft? Windows? Operating System","Process","8",,"False",,"5160","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (sihost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17992","17992","6438912","247896","247896","6750208","6750208","28577792","28577792","188395520","2203506618368","True","6438912","00:00:02.2500000","sihost","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 8:59:01 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.9218750","2203485319168","False",,,,"20144128",,
"SkypeApp","5872","Normal","8.53.0.77","483","974848","12197888","12197888","745037824","00:00:00.3593750","1","483","39399743488","974848","12197888","36976","C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.53.77.0_x64__kzf8qxf38zg5c\SkypeApp.exe","Microsoft Corporation","0.359375","8.53.0.77","SkypeApp","Microsoft Skype","Process","8",,"False",,"4964","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (SkypeApp.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","36976","36976","12197888","463664","463664","12263424","12263424","42541056","42541056","749232128","39403937792","True","12197888","00:00:00.2343750","SkypeApp","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 8:59:11 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1250000","39399743488","False",,,,"974848",,
"SkypeBackgroundHost","6180","Normal","8.53.0.77","153","1032192","2060288","2060288","104087552","00:00:00.1093750","1","153","2203422310400","1032192","2060288","8832","C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.53.77.0_x64__kzf8qxf38zg5c\SkypeBackgroundHost.exe","Microsoft Corporation","0.109375","8.53.0.77","Microsoft Skype","Microsoft? Skype","Process","8",,"False",,"3624","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (SkypeBackgroundHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8832","8832","2060288","127048","127048","2211840","2211840","13008896","13008896","108290048","2203426512896","True","2060288","00:00:00.0781250","SkypeBackgroundHost","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 8:59:11 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312500","2203422310400","False",,,,"1032192",,
"smartscreen","9468","Normal","10.0.19041.1 (WinBuild.160101.0800)","408","24252416","8458240","8458240","424157184","00:00:00.1406250","1","408","2238102118400","24252416","8458240","23536","C:\Windows\System32\smartscreen.exe","Microsoft Corporation","0.140625","10.0.19041.1","Windows Defender SmartScreen","Microsoft? Windows? Operating System","Process","8",,"False",,"4468","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (smartscreen.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","23536","23536","8458240","228456","228456","9228288","9228288","24416256","24416256","424419328","2238102380544","True","8458240","00:00:00.0781250","smartscreen","15","True","1","System.Diagnostics.ProcessStartInfo","3/18/2025 10:16:31 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0625000","2238102118400","False",,,,"24252416",,
"smss","464",,,"53","745472","1085440","1085440","41488384","00:00:00.0625000","0","53","2203359711232","745472","1085440","3224",,,"0.0625",,,,"Process","11",,,,,,".","0","",,,,,"3224","3224","1085440","13208","13208","1130496","1130496","1265664","1265664","49606656","2203367829504",,"1085440","00:00:00.0625000","smss",,"True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:00 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00","2203359711232","False",,,,"745472",,
"spoolsv","3204","Normal","10.0.19041.1 (WinBuild.160101.0800)","451","8392704","5627904","5627904","104988672","00:00:00.1406250","0","451","2203423211520","8392704","5627904","21816","C:\WINDOWS\System32\spoolsv.exe","Microsoft Corporation","0.140625","10.0.19041.1","Spooler SubSystem App","Microsoft? Windows? Operating System","Process","8",,"False",,"5568","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (spoolsv.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","21816","21816","5627904","145568","145568","6385664","6385664","16646144","16646144","110030848","2203428253696","True","5627904","00:00:00.1093750","spoolsv","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:12 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312500","2203423211520","False",,,,"8392704",,
"SppExtComObj","5608","Normal","10.0.19041.1202 (WinBuild.160101.0800)","176","7266304","2248704","2248704","84353024","00:00:00.0312500","0","176","2203402575872","7266304","2248704","12544","C:\WINDOWS\system32\SppExtComObj.exe","Microsoft Corporation","0.03125","10.0.19041.1202","KMS Connection Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"4604","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (SppExtComObj.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12544","12544","2248704","99704","99704","2662400","2662400","11182080","11182080","88141824","2203406364672","True","2248704","00:00:00.0312500","SppExtComObj","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 8:52:27 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00","2203402575872","False",,,,"7266304",,
