"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"powershell","1","556","2203997552640","1118208","61648896","40480","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","Microsoft Corporation","3.09375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Windows PowerShell","Microsoft? Windows? Operating System","Process","8",,"False",,"3668","Microsoft.Win32.SafeHandles.SafeProcessHandle","556","4468",".","132164","Administrator: Windows PowerShell","System.Diagnostics.ProcessModule (powershell.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","40480","40480","61648896","61648896","422664","422664","66351104","66351104","82251776","82251776","693608448","2204011831296","True","Normal","61648896","61648896","00:00:01.0312500","powershell","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 9:33:20 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:03.0937500","00:00:02.0625000","679329792","2203997552640","False",,,,"1118208","1118208",,
"powershell_ise","1","1155","5440954368","111353856","172806144","107400","C:\Windows\System32\WindowsPowerShell\v1.0\powershell_ise.exe","Microsoft Corporation","175.828125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Windows PowerShell ISE","Microsoft? Windows? Operating System","Process","8",,"False",,"6580","Microsoft.Win32.SafeHandles.SafeProcessHandle","1155","5496",".","132194","Administrator: Windows PowerShell ISE","System.Diagnostics.ProcessModule (powershell_ise.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","107400","107400","172806144","172806144","981592","981592","229920768","229920768","274120704","274120704","1172877312","5467844608","True","Normal","172806144","172806144","00:00:49.8906250","powershell_ise","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 9:33:52 AM",,"System.Diagnostics.ProcessThreadCollection","00:02:55.8281250","00:02:05.9375000","1145987072","5440954368","False",,,,"111353856","111353856",,
"Registry","0","0","147259392","40292352","16220160","18360",,,"5.5625",,,,,"Process","8",,,,,,"0","100",".","0","",,,,,"18360","18360","16220160","16220160","291840","291840","205529088","205529088","297275392","297275392","427339776","427339776",,,"16220160","16220160","00:00:05.5625000","Registry",,"True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:37 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:05.5625000","00:00:00","147259392","147259392","False",,,,"40292352","40292352",,
"RuntimeBroker","1","275","2203466764288","22802432","5746688","16448","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","1.140625","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"6704","Microsoft.Win32.SafeHandles.SafeProcessHandle","275","2088",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16448","16448","5746688","5746688","219376","219376","7413760","7413760","29118464","29118464","190402560","2203508625408","True","Normal","5746688","5746688","00:00:00.4531250","RuntimeBroker","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 9:21:18 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.1406250","00:00:00.6875000","148541440","2203466764288","False",,,,"22802432","22802432",,
"RuntimeBroker","1","122","2203411714048","7294976","1540096","8288","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.03125","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"7032","Microsoft.Win32.SafeHandles.SafeProcessHandle","122","4208",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8288","8288","1540096","1540096","115248","115248","1941504","1941504","7991296","7991296","96636928","2203414859776","True","Normal","1540096","1540096","00:00:00.0156250","RuntimeBroker","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 9:23:32 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312500","00:00:00.0156250","93491200","2203411714048","False",,,,"7294976","7294976",,
"RuntimeBroker","1","621","2203604578304","45924352","32038912","29880","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","2.15625","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"6788","Microsoft.Win32.SafeHandles.SafeProcessHandle","621","5232",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","29880","29880","32038912","32038912","430760","430760","41299968","41299968","64032768","64032768","298655744","2203616878592","True","Normal","32038912","32038912","00:00:01.2500000","RuntimeBroker","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 9:21:19 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.1562500","00:00:00.9062500","286355456","2203604578304","False",,,,"45924352","45924352",,
"RuntimeBroker","1","313","2203479621632","23425024","5713920","17128","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.1875","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"6988","Microsoft.Win32.SafeHandles.SafeProcessHandle","313","5892",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17128","17128","5713920","5713920","243856","243856","7409664","7409664","26017792","26017792","169738240","2203487961088","True","Normal","5713920","5713920","00:00:00.1250000","RuntimeBroker","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 9:21:39 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1875000","00:00:00.0625000","161398784","2203479621632","False",,,,"23425024","23425024",,
"RuntimeBroker","1","230","2203442536448","14667776","2863104","13504","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.125","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"6356","Microsoft.Win32.SafeHandles.SafeProcessHandle","230","6100",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13504","13504","2863104","2863104","177016","177016","3604480","3604480","19791872","19791872","142663680","2203460886528","True","Normal","2863104","2863104","00:00:00.0625000","RuntimeBroker","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 10:29:41 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1250000","00:00:00.0625000","124313600","2203442536448","False",,,,"14667776","14667776",,
"RuntimeBroker","1","233","2203450511360","17211392","2457600","11008","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.0625","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"5244","Microsoft.Win32.SafeHandles.SafeProcessHandle","233","7260",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11008","11008","2457600","2457600","195496","195496","3350528","3350528","19816448","19816448","150466560","2203468689408","True","Normal","2457600","2457600","00:00:00.0468750","RuntimeBroker","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 10:40:47 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0625000","00:00:00.0156250","132288512","2203450511360","False",,,,"17211392","17211392",,
"RuntimeBroker","1","330","2203469189120","23662592","4276224","17128","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","1.265625","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"6912","Microsoft.Win32.SafeHandles.SafeProcessHandle","330","7268",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17128","17128","4276224","4276224","225736","225736","5881856","5881856","28327936","28327936","178626560","2203496849408","True","Normal","4276224","4276224","00:00:00.7656250","RuntimeBroker","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 9:21:19 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.2656250","00:00:00.5000000","150966272","2203469189120","False",,,,"23662592","23662592",,
"RuntimeBroker","1","185","2203432890368","15200256","2310144","10464","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.046875","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"6764","Microsoft.Win32.SafeHandles.SafeProcessHandle","185","7512",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10464","10464","2310144","2310144","150872","150872","2912256","2912256","16691200","16691200","120369152","2203438592000","True","Normal","2310144","2310144","00:00:00.0468750","RuntimeBroker","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 9:21:21 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0468750","00:00:00","114667520","2203432890368","False",,,,"15200256","15200256",,
"SearchApp","1","1507","2238673231872","190418944","121212928","107024","C:\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe","Microsoft Corporation","12.046875","10.0.19041.1266 (WinBuild.160101.0800)","10.0.19041.1266","Search application","Microsoft? Windows? Operating System","Process","8",,"False",,"6160","Microsoft.Win32.SafeHandles.SafeProcessHandle","1507","3164",".","0","","System.Diagnostics.ProcessModule (SearchApp.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","107024","107024","121212928","121212928","935920","935920","136851456","136851456","204472320","204472320","1009053696","2238687014912","True","Normal","121212928","121212928","00:00:02.5156250","SearchApp","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 9:21:18 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:12.0468750","00:00:09.5312500","995270656","2238673231872","False",,,,"190418944","190418944",,
"SearchIndexer","0","928","2203532226560","36327424","27693056","52856","C:\WINDOWS\system32\SearchIndexer.exe","Microsoft Corporation","13.015625","7.0.19041.1 (WinBuild.160101.0800)","7.0.19041.1","Microsoft Windows Search Indexer","Windows? Search","Process","8",,"False",,"7060","Microsoft.Win32.SafeHandles.SafeProcessHandle","928","5924",".","0","","System.Diagnostics.ProcessModule (SearchIndexer.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","52856","52856","27693056","27693056","241920","241920","30547968","30547968","39628800","39628800","224620544","2203542843392","True","Normal","27693056","27693056","00:00:06.9375000","SearchIndexer","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:20:53 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:13.0156250","00:00:06.0781250","214003712","2203532226560","False",,,,"36327424","36327424",,
"SecurityHealthService","0","283","2203414626304","12247040","3244032","13008",,,"0.125",,,,,"Process","8",,,,,,"283","7980",".","0","",,,,,"13008","13008","3244032","3244032","134520","134520","3719168","3719168","13901824","13901824","105353216","2203423576064",,,"3244032","3244032","00:00:00.0937500","SecurityHealthService",,"True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:23:20 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1250000","00:00:00.0312500","96403456","2203414626304","False",,,,"12247040","12247040",,
"services","0","745","2203477434368","14258176","11681792","19960",,,"3.390625",,,,,"Process","9",,,,,,"745","808",".","0","",,,,,"19960","19960","11681792","11681792","189520","189520","12189696","12189696","14442496","14442496","164515840","2203482738688",,,"11681792","11681792","00:00:01.8750000","services",,"True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:51 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:03.3906250","00:00:01.5156250","159211520","2203477434368","False",,,,"14258176","14258176",,
"SgrmBroker","0","105","2203382063104","6971392","4550656","7464",,,"0.03125",,,,,"Process","8",,,,,,"105","6156",".","0","",,,,,"7464","7464","4550656","4550656","35160","35160","5857280","5857280","8581120","8581120","65417216","2203383640064",,,"4550656","4550656","00:00:00.0156250","SgrmBroker",,"True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:20:53 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312500","00:00:00.0156250","63840256","2203382063104","False",,,,"6971392","6971392",,
"ShellExperienceHost","1","713","2203660980224","44007424","14950400","31048","C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe","Microsoft Corporation","0.65625","10.0.19041.1151 (WinBuild.160101.0800)","10.0.19041.1151","Windows Shell Experience Host","Microsoft? Windows? Operating System","Process","8",,"False",,"7028","Microsoft.Win32.SafeHandles.SafeProcessHandle","713","6700",".","0","","System.Diagnostics.ProcessModule (ShellExperienceHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","31048","31048","14950400","14950400","603152","603152","16281600","16281600","60145664","60145664","353505280","2203671728128","True","Normal","14950400","14950400","00:00:00.3281250","ShellExperienceHost","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 9:21:39 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.6562500","00:00:00.3281250","342757376","2203660980224","False",,,,"44007424","44007424",,
"sihost","1","567","2203481976832","25329664","6086656","17720","C:\WINDOWS\system32\sihost.exe","Microsoft Corporation","2.75","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Shell Infrastructure Host","Microsoft? Windows? Operating System","Process","8",,"False",,"6608","Microsoft.Win32.SafeHandles.SafeProcessHandle","567","2172",".","0","","System.Diagnostics.ProcessModule (sihost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17720","17720","6086656","6086656","246008","246008","6774784","6774784","27504640","27504640","173355008","2203491577856","True","Normal","6086656","6086656","00:00:01.5468750","sihost","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 9:21:04 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.7500000","00:00:01.2031250","163753984","2203481976832","False",,,,"25329664","25329664",,
"SkypeApp","1","462","39400792064","1368064","12066816","37112","C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.53.77.0_x64__kzf8qxf38zg5c\SkypeApp.exe","Microsoft Corporation","0.265625","8.53.0.77","8.53.0.77","SkypeApp","Microsoft Skype","Process","8",,"False",,"7056","Microsoft.Win32.SafeHandles.SafeProcessHandle","462","1168",".","0","","System.Diagnostics.ProcessModule (SkypeApp.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","37112","37112","12066816","12066816","463664","463664","12218368","12218368","42483712","42483712","749232128","39403937792","True","Normal","12066816","12066816","00:00:00.2187500","SkypeApp","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 9:21:19 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2656250","00:00:00.0468750","746086400","39400792064","False",,,,"1368064","1368064",,
"SkypeBackgroundHost","1","152","2203422310400","1417216","2048000","8832","C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.53.77.0_x64__kzf8qxf38zg5c\SkypeBackgroundHost.exe","Microsoft Corporation","0.046875","8.53.0.77","8.53.0.77","Microsoft Skype","Microsoft? Skype","Process","8",,"False",,"6796","Microsoft.Win32.SafeHandles.SafeProcessHandle","152","2828",".","0","","System.Diagnostics.ProcessModule (SkypeBackgroundHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8832","8832","2048000","2048000","127048","127048","2199552","2199552","12947456","12947456","108290048","2203426512896","True","Normal","2048000","2048000","00:00:00","SkypeBackgroundHost","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 9:21:19 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0468750","00:00:00.0468750","104087552","2203422310400","False",,,,"1417216","1417216",,
"smss","0","53","2203359711232","954368","1081344","3224",,,"0.078125",,,,,"Process","11",,,,,,"53","464",".","0","",,,,,"3224","3224","1081344","1081344","13208","13208","1122304","1122304","1265664","1265664","49606656","2203367829504",,,"1081344","1081344","00:00:00.0781250","smss",,"True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:39 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0781250","00:00:00","41488384","2203359711232","False",,,,"954368","954368",,
"spoolsv","0","451","2203423211520","12509184","5496832","21816","C:\WINDOWS\System32\spoolsv.exe","Microsoft Corporation","0.1875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Spooler SubSystem App","Microsoft? Windows? Operating System","Process","8",,"False",,"4584","Microsoft.Win32.SafeHandles.SafeProcessHandle","451","3200",".","0","","System.Diagnostics.ProcessModule (spoolsv.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","21816","21816","5496832","5496832","145568","145568","6254592","6254592","16494592","16494592","110292992","2203428515840","True","Normal","5496832","5496832","00:00:00.1250000","spoolsv","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:52 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1875000","00:00:00.0625000","104988672","2203423211520","False",,,,"12509184","12509184",,
"SppExtComObj","0","178","2203403894784","9011200","2224128","12816","C:\WINDOWS\system32\SppExtComObj.exe","Microsoft Corporation","0.0625","10.0.19041.1202 (WinBuild.160101.0800)","10.0.19041.1202","KMS Connection Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"7024","Microsoft.Win32.SafeHandles.SafeProcessHandle","178","2168",".","0","","System.Diagnostics.ProcessModule (SppExtComObj.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12816","12816","2224128","2224128","102440","102440","2658304","2658304","11206656","11206656","89460736","2203407683584","True","Normal","2224128","2224128","00:00:00.0312500","SppExtComObj","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:58 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0625000","00:00:00.0312500","85671936","2203403894784","False",,,,"9011200","9011200",,
"sppsvc","0","252","2203458408448","16375808","16666624","12504",,,"104.34375",,,,,"Process","8",,,,,,"252","1164",".","0","",,,,,"12504","12504","16666624","16666624","110336","110336","45510656","45510656","55726080","55726080","146493440","2203464716288",,,"16666624","16666624","00:00:26.7187500","sppsvc",,"True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:53 AM",,"System.Diagnostics.ProcessThreadCollection","00:01:44.3437500","00:01:17.6250000","140185600","2203458408448","False",,,,"16375808","16375808",,
"StartMenuExperienceHost","1","701","2203689283584","57561088","20967424","32952","C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe",,"1.09375",,,,,"Process","8",,"False",,"6948","Microsoft.Win32.SafeHandles.SafeProcessHandle","701","2632",".","0","","System.Diagnostics.ProcessModule (StartMenuExperienceHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","32952","32952","20967424","20967424","566560","566560","26271744","26271744","74727424","74727424","400412672","2203718635520","True","Normal","20967424","20967424","00:00:00.2968750","StartMenuExperienceHost","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 9:21:17 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.0937500","00:00:00.7968750","371060736","2203689283584","False",,,,"57561088","57561088",,
"svchost","0","1211","2203405205504","14364672","8208384","20136","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","13.875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"6360","Microsoft.Win32.SafeHandles.SafeProcessHandle","1211","536",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","20136","20136","8208384","8208384","149240","149240","8658944","8658944","14856192","14856192","95219712","2203413442560","True","Normal","8208384","8208384","00:00:05.2656250","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:51 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:13.8750000","00:00:08.6093750","86982656","2203405205504","False",,,,"14364672","14364672",,
"svchost","0","319","2203401412608","10166272","2703360","14328","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","1.015625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3384","Microsoft.Win32.SafeHandles.SafeProcessHandle","319","656",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14328","14328","2703360","2703360","127168","127168","2990080","2990080","10907648","10907648","87867392","2203406090240","True","Normal","2703360","2703360","00:00:00.3593750","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:51 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.0156250","00:00:00.6562500","83189760","2203401412608","False",,,,"10166272","10166272",,
"svchost","0","217","2203413127168","10227712","2879488","13128","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.046875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"6332","Microsoft.Win32.SafeHandles.SafeProcessHandle","217","928",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13128","13128","2879488","2879488","106296","106296","5361664","5361664","13656064","13656064","112615424","2203430838272","True","Normal","2879488","2879488","00:00:00.0312500","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:22:42 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0468750","00:00:00.0156250","94904320","2203413127168","False",,,,"10227712","10227712",,
"svchost","0","1873","2203448856576","26963968","11395072","21296","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","3.671875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"6556","Microsoft.Win32.SafeHandles.SafeProcessHandle","1873","952",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","21296","21296","11395072","11395072","644048","644048","12095488","12095488","28078080","28078080","146735104","2203464957952","True","Normal","11395072","11395072","00:00:02.3906250","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:51 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:03.6718750","00:00:01.2812500","130633728","2203448856576","False",,,,"26963968","26963968",,
"svchost","0","395","2203421831168","11182080","3735552","14776","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","1.1875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"6996","Microsoft.Win32.SafeHandles.SafeProcessHandle","395","1152",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14776","14776","3735552","3735552","126408","126408","4317184","4317184","14323712","14323712","126029824","2203444252672","True","Normal","3735552","3735552","00:00:00.4687500","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:51 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.1875000","00:00:00.7187500","103608320","2203421831168","False",,,,"11182080","11182080",,
"svchost","0","109","2203386372096","4997120","1277952","7456","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","0","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"7072","Microsoft.Win32.SafeHandles.SafeProcessHandle","109","1200",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7456","7456","1277952","1277952","58256","58256","1462272","1462272","5652480","5652480","69722112","2203387944960","True","Normal","1277952","1277952","00:00:00","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:51 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00","00:00:00","68149248","2203386372096","False",,,,"4997120","4997120",,
"svchost","0","128","2203388071936","6631424","5103616","20784","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.09375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"6844","Microsoft.Win32.SafeHandles.SafeProcessHandle","128","1208",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","20784","20784","5103616","5103616","57592","57592","5586944","5586944","9711616","9711616","74567680","2203392790528","True","Normal","5103616","5103616","00:00:00.0468750","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:51 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0937500","00:00:00.0468750","69849088","2203388071936","False",,,,"6631424","6631424",,
"svchost","0","129","2203388878848","6004736","1437696","8680","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.03125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"6560","Microsoft.Win32.SafeHandles.SafeProcessHandle","129","1260",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8680","8680","1437696","1437696","63488","63488","1654784","1654784","6549504","6549504","73801728","2203392024576","True","Normal","1437696","1437696","00:00:00","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:52 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312500","00:00:00.0312500","70656000","2203388878848","False",,,,"6004736","6004736",,
"svchost","0","204","2203390525440","6885376","1978368","9672","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.09375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5556","Microsoft.Win32.SafeHandles.SafeProcessHandle","204","1328",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9672","9672","1978368","1978368","71200","71200","2580480","2580480","7847936","7847936","78069760","2203396292608","True","Normal","1978368","1978368","00:00:00.0312500","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:51 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0937500","00:00:00.0625000","72302592","2203390525440","False",,,,"6885376","6885376",,
