"Name","Id","PriorityClass","FileVersion","HandleCount","WorkingSet","PagedMemorySize","PrivateMemorySize","VirtualMemorySize","TotalProcessorTime","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","UserProcessorTime","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","Site","Container"
"svchost","928","Normal","10.0.19041.1 (WinBuild.160101.0800)","217","10092544","2822144","2822144","93855744","00:00:00.0468750","0","217","2203412078592","10092544","2822144","12992","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.046875","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4104","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12992","12992","2822144","106296","106296","5361664","5361664","13656064","13656064","112615424","2203430838272","True","2822144","00:00:00.0312500","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:22:42 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","2203412078592","False",,,,"10092544",,
"svchost","952","Normal","10.0.19041.1 (WinBuild.160101.0800)","1886","27312128","12054528","12054528","131346432","00:00:07.0937500","0","1886","2203449569280","27312128","12054528","21432","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","7.09375","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5072","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","21432","21432","12054528","663136","663136","12955648","12955648","28270592","28270592","146735104","2203464957952","True","12054528","00:00:04.5156250","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:51 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.5781250","2203449569280","False",,,,"27312128",,
"svchost","1152","Normal","10.0.19041.1 (WinBuild.160101.0800)","392","11161600","3719168","3719168","103084032","00:00:01.8125000","0","392","2203421306880","11161600","3719168","14640","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","1.8125","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4420","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14640","14640","3719168","126408","126408","4317184","4317184","14323712","14323712","126029824","2203444252672","True","3719168","00:00:00.7187500","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:51 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.0937500","2203421306880","False",,,,"11161600",,
"svchost","1208","Normal","10.0.19041.1 (WinBuild.160101.0800)","136","8376320","4624384","4624384","72994816","00:00:00.5000000","0","136","2203391217664","8376320","4624384","21576","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.5","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"2168","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","21576","21576","4624384","57592","57592","5808128","5808128","9711616","9711616","78761984","2203396984832","True","4624384","00:00:00.3281250","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:51 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1718750","2203391217664","False",,,,"8376320",,
"svchost","1260","Normal","10.0.19041.1 (WinBuild.160101.0800)","129","6037504","1437696","1437696","70656000","00:00:00.0312500","0","129","2203388878848","6037504","1437696","8680","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.03125","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"1008","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8680","8680","1437696","63488","63488","1654784","1654784","6549504","6549504","73801728","2203392024576","True","1437696","00:00:00","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:52 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312500","2203388878848","False",,,,"6037504",,
"svchost","1328","Normal","10.0.19041.1 (WinBuild.160101.0800)","220","7270400","2158592","2158592","73351168","00:00:00.2343750","0","220","2203391574016","7270400","2158592","9944","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.234375","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5052","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9944","9944","2158592","79552","79552","2818048","2818048","7847936","7847936","78594048","2203396816896","True","2158592","00:00:00.1250000","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:51 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1093750","2203391574016","False",,,,"7270400",,
"svchost","1372","Normal","10.0.19041.1 (WinBuild.160101.0800)","164","5849088","1540096","1540096","76431360","00:00:00.3125000","0","164","2203394654208","5849088","1540096","7200","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.3125","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4620","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7200","7200","1540096","59680","59680","1593344","1593344","6311936","6311936","79577088","2203397799936","True","1540096","00:00:00.1562500","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:51 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1562500","2203394654208","False",,,,"5849088",,
"svchost","1404","Normal","10.0.19041.1 (WinBuild.160101.0800)","219","9936896","2203648","2203648","79347712","00:00:00.1406250","0","219","2203397570560","9936896","2203648","12176","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","0.140625","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4396","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12176","12176","2203648","90368","90368","2543616","2543616","10387456","10387456","85639168","2203403862016","True","2203648","00:00:00.0468750","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:51 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0937500","2203397570560","False",,,,"9936896",,
"svchost","1428","Normal","10.0.19041.1 (WinBuild.160101.0800)","425","15917056","17850368","17850368","115847168","00:00:07.4375000","0","425","2203434070016","15917056","17850368","15304","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","7.4375","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4948","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15304","15304","17850368","100856","100856","31567872","31567872","35741696","35741696","839905280","2204158128128","True","17850368","00:00:05.0937500","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:51 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.3437500","2203434070016","False",,,,"15917056",,
"svchost","1444","Normal","10.0.19041.1 (WinBuild.160101.0800)","409","15630336","6537216","6537216","105365504","00:00:03.3437500","0","409","2203423588352","15630336","6537216","17584","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","3.34375","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"1936","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17584","17584","6537216","270136","270136","7467008","7467008","16261120","16261120","124641280","2203442864128","True","6537216","00:00:01.8906250","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:51 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.4531250","2203423588352","False",,,,"15630336",,
"svchost","1452","Normal","10.0.19041.1 (WinBuild.160101.0800)","339","11763712","2011136","2011136","83070976","00:00:00.2187500","0","339","2203401293824","11763712","2011136","9240","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.21875","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4456","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9240","9240","2011136","123048","123048","2424832","2424832","12570624","12570624","86740992","2203404963840","True","2011136","00:00:00.0781250","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:51 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1406250","2203401293824","False",,,,"11763712",,
"svchost","1460","Normal","10.0.19041.1 (WinBuild.160101.0800)","311","8884224","3436544","3436544","86327296","00:00:00.8593750","0","311","2203404550144","8884224","3436544","15216","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.859375","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"2272","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15216","15216","3436544","89872","89872","3973120","3973120","9723904","9723904","92196864","2203410419712","True","3436544","00:00:00.4687500","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:51 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3906250","2203404550144","False",,,,"8884224",,
"svchost","1556","Normal","10.0.19041.1 (WinBuild.160101.0800)","158","8491008","2256896","2256896","81440768","00:00:02.9531250","0","158","2203399663616","8491008","2256896","11280","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","2.953125","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4168","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11280","11280","2256896","79656","79656","2351104","2351104","9072640","9072640","84062208","2203402285056","True","2256896","00:00:01.0312500","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:52 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.9218750","2203399663616","False",,,,"8491008",,
"svchost","1608","Normal","10.0.19041.1 (WinBuild.160101.0800)","415","13004800","4734976","4734976","108408832","00:00:00.2187500","0","415","2203426631680","13004800","4734976","17072","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","0.21875","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"2240","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17072","17072","4734976","110000","110000","5443584","5443584","13430784","13430784","116805632","2203435028480","True","4734976","00:00:00.1406250","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:51 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0781250","2203426631680","False",,,,"13004800",,
"svchost","1620","Normal","10.0.19041.1 (WinBuild.160101.0800)","245","12750848","3215360","3215360","113389568","00:00:00.1875000","0","245","2203431612416","12750848","3215360","13456","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.1875","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3676","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13456","13456","3215360","159048","159048","3600384","3600384","14086144","14086144","119156736","2203437379584","True","3215360","00:00:00.1093750","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:51 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0781250","2203431612416","False",,,,"12750848",,
"svchost","1680","Normal","10.0.19041.1 (WinBuild.160101.0800)","316","22573056","4075520","4075520","168493056","00:00:00.5000000","1","316","2203486715904","22573056","4075520","16584","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.5","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3596","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16584","16584","4075520","236400","236400","4415488","4415488","23097344","23097344","172679168","2203490902016","True","4075520","00:00:00.2812500","svchost","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 9:21:07 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2187500","2203486715904","False",,,,"22573056",,
"svchost","1724","Normal","10.0.19041.1 (WinBuild.160101.0800)","171","7401472","1626112","1626112","79818752","00:00:00.0312500","0","171","2203398041600","7401472","1626112","9128","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","0.03125","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3056","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9128","9128","1626112","83560","83560","1781760","1781760","7737344","7737344","82595840","2203400818688","True","1626112","00:00:00.0156250","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:51 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","2203398041600","False",,,,"7401472",,
"svchost","1744","Normal","10.0.19041.1 (WinBuild.160101.0800)","121","6668288","1404928","1404928","69455872","00:00:00.0312500","0","121","2203387678720","6668288","1404928","8016","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.03125","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"1760","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8016","8016","1404928","64648","64648","1736704","1736704","7585792","7585792","74698752","2203392921600","True","1404928","00:00:00.0312500","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:51 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00","2203387678720","False",,,,"6668288",,
"svchost","1792","Normal","10.0.19041.1 (WinBuild.160101.0800)","422","9371648","3198976","3198976","79286272","00:00:02.3750000","0","422","2203397509120","9371648","3198976","11936","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","2.375","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3896","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11936","11936","3198976","98248","98248","4206592","4206592","9777152","9777152","91877376","2203410100224","True","3198976","00:00:01.2968750","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:52 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.0781250","2203397509120","False",,,,"9371648",,
"svchost","1804","Normal","10.0.19041.1 (WinBuild.160101.0800)","227","7245824","2387968","2387968","82878464","00:00:00.0468750","0","227","2203401101312","7245824","2387968","11552","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.046875","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4864","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11552","11552","2387968","81296","81296","2658304","2658304","7970816","7970816","86548480","2203404771328","True","2387968","00:00:00.0156250","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:52 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312500","2203401101312","False",,,,"7245824",,
"svchost","1876","Normal","10.0.19041.1 (WinBuild.160101.0800)","272","9678848","2711552","2711552","80982016","00:00:01.1718750","0","272","2203399204864","9678848","2711552","10328","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","1.171875","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4872","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10328","10328","2711552","86408","86408","3022848","3022848","10231808","10231808","86757376","2203404980224","True","2711552","00:00:00.6718750","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:51 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.5000000","2203399204864","False",,,,"9678848",,
"svchost","1912","Normal","10.0.19041.1 (WinBuild.160101.0800)","410","21323776","14336000","14336000","115683328","00:00:03.0312500","0","410","2203433906176","21323776","14336000","32584","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","3.03125","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4572","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","32584","32584","14336000","114440","114440","18386944","18386944","27463680","27463680","126521344","2203444744192","True","14336000","00:00:01.5156250","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:51 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.5156250","2203433906176","False",,,,"21323776",,
"svchost","2020","Normal","10.0.19041.1 (WinBuild.160101.0800)","188","6557696","1572864","1572864","79507456","00:00:00.0156250","0","188","2203397730304","6557696","1572864","8896","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.015625","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4804","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8896","8896","1572864","81584","81584","1736704","1736704","7110656","7110656","82128896","2203400351744","True","1572864","00:00:00.0156250","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:52 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00","2203397730304","False",,,,"6557696",,
"svchost","2080","Normal","10.0.19041.1 (WinBuild.160101.0800)","117","5926912","1441792","1441792","70647808","00:00:00.0156250","0","117","2203388870656","5926912","1441792","8288","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.015625","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"2236","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8288","8288","1441792","63056","63056","1654784","1654784","6438912","6438912","73793536","2203392016384","True","1441792","00:00:00.0156250","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:52 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00","2203388870656","False",,,,"5926912",,
"svchost","2148","Normal","10.0.19041.1 (WinBuild.160101.0800)","131","6815744","1560576","1560576","70225920","00:00:00","0","131","2203388448768","6815744","1560576","8424","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"1648","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8424","8424","1560576","62808","62808","1843200","1843200","7331840","7331840","74420224","2203392643072","True","1560576","00:00:00","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:52 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00","2203388448768","False",,,,"6815744",,
"svchost","2156","Normal","10.0.19041.1 (WinBuild.160101.0800)","121","5763072","1458176","1458176","70651904","00:00:00.1406250","0","121","2203388874752","5763072","1458176","8424","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.140625","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4780","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8424","8424","1458176","62728","62728","1736704","1736704","6537216","6537216","72749056","2203390971904","True","1458176","00:00:00.0937500","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:52 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0468750","2203388874752","False",,,,"5763072",,
"svchost","2184","Normal","10.0.19041.1 (WinBuild.160101.0800)","206","8568832","2199552","2199552","83259392","00:00:00.0781250","0","206","2203401482240","8568832","2199552","11632","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","0.078125","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4908","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11632","11632","2199552","90200","90200","2449408","2449408","9428992","9428992","87457792","2203405680640","True","2199552","00:00:00.0312500","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:52 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0468750","2203401482240","False",,,,"8568832",,
"svchost","2284","Normal","10.0.19041.1 (WinBuild.160101.0800)","305","17674240","6119424","6119424","125173760","00:00:02.2812500","1","305","2203443396608","17674240","6119424","15264","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","2.28125","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4492","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15264","15264","6119424","170000","170000","6144000","6144000","18284544","18284544","126754816","2203444977664","True","6119424","00:00:00.6875000","svchost","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 9:21:04 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.5937500","2203443396608","False",,,,"17674240",,
"svchost","2420","Normal","10.0.19041.1 (WinBuild.160101.0800)","175","6971392","1998848","1998848","76582912","00:00:00.0937500","0","175","2203394805760","6971392","1998848","9024","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.09375","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3092","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9024","9024","1998848","73448","73448","2351104","2351104","8216576","8216576","83406848","2203401629696","True","1998848","00:00:00.0312500","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:52 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0625000","2203394805760","False",,,,"6971392",,
"svchost","2428","Normal","10.0.19041.1 (WinBuild.160101.0800)","243","63954944","66179072","66179072","183910400","00:01:32.2343750","0","243","2207797100544","63954944","66179072","15016","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","92.234375","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4984","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15016","15016","66179072","115856","115856","102006784","102006784","105754624","105754624","192675840","2207805865984","True","66179072","00:00:27.6093750","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:52 AM",,"System.Diagnostics.ProcessThreadCollection","00:01:04.6250000","2207797100544","False",,,,"63954944",,
"svchost","2448","Normal","10.0.19041.1 (WinBuild.160101.0800)","186","5627904","1265664","1265664","70660096","00:00:00.0625000","0","186","2203388882944","5627904","1265664","7336","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","0.0625","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"1716","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7336","7336","1265664","65464","65464","1441792","1441792","6004736","6004736","73596928","2203391819776","True","1265664","00:00:00.0625000","svchost","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:52 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00","2203388882944","False",,,,"5627904",,
"svchost","2508","Normal","10.0.19041.1 (WinBuild.160101.0800)","485","33009664","9027584","9027584","205369344","00:00:01.3593750","1","485","2203523592192","33009664","9027584","24168","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","1.359375","10.0.19041.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4316","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","24168","24168","9027584","341128","341128","9854976","9854976","37593088","37593088","216006656","2203534229504","True","9027584","00:00:00.2812500","svchost","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 9:21:04 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.0781250","2203523592192","False",,,,"33009664",,
"svchost","2584",,,"121","7544832","1564672","1564672","76242944","00:00:00.0312500","0","121","2203394465792","7544832","1564672","8288",,,"0.03125",,,,"Process","8",,,,,,".","0","",,,,,"8288","8288","1564672","76272","76272","1781760","1781760","7610368","7610368","79388672","2203397611520",,"1564672","00:00:00.0312500","svchost",,"True","0","System.Diagnostics.ProcessStartInfo","3/18/2025 1:26:21 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00","2203394465792","False",,,,"7544832",,
